"user_agent_dimension_id","user_agent","language","browser","bot"
199,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; BTRS99920; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; MALN; .NET4.0C; .NET4.0E; BRI/2)",webbrowser,IE,0
200,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; InfoPath.3; Tablet PC 2.0)",webbrowser,IE,0
201,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; .NET4.0C; InfoPath.3)",webbrowser,IE,0
202,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Cente",webbrowser,IE,0
203,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; InfoPath.3)",webbrowser,IE,0
204,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)",webbrowser,IE,0
205,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; ; NCLIENT50_AAP2",webbrowser,IE,0
206,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; Tablet PC 2.0)",webbrowser,IE,0
207,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; InfoPath.2)",webbrowser,IE,0
208,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E; MS-RTC LM 8)",webbrowser,IE,0
209,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MDDR; .NET4.0C; .NET4.0E; .NET CLR 1.1.4322; Tab",webbrowser,IE,0
210,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MS-RTC LM 8)",webbrowser,IE,0
211,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)",webbrowser,IE,0
212,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; BTRS123646; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)",webbrowser,IE,0
213,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; BTRS99218; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; MS",webbrowser,IE,0
214,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.1; qihu theworld)",webbrowser,IE,0
215,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; InfoPath.3)",webbrowser,IE,0
216,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; MAAU)",webbrowser,IE,0
217,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)",webbrowser,IE,0
218,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)",webbrowser,IE,0
219,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)",webbrowser,IE,0
220,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; InfoPath.3)",webbrowser,IE,0
221,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)",webbrowser,IE,0
222,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MS-RTC LM 8; .NET4.0C; .NET4.0E; InfoPath",webbrowser,IE,0
223,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; MS-RTC LM 8; .NET4.0C; .NET4.0E)",webbrowser,IE,0
224,"Mozilla/4.0 (compatible; MSIE 9.0;IPMS/0619A8C0-152043CBF0F-000000885611; Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C;",webbrowser,IE,0
225,"Mozilla/4.0 (compatible; MSIE 9.0;IPMS/AB700C0A-151E80E7AAA-000001331564; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; BR",webbrowser,IE,0
226,"Mozilla/4.0 (compatible; MSIE 9.0;IPMS/EC8F2E93-15209996F3F-000001030091; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; BR",webbrowser,IE,0
227,"Mozilla/4.0 (compatible; Netcraft Web Server Survey)",webbrowser,,1
228,"Mozilla/4.0 (compatible; Opera/3.0; Windows 4.10) 3.51 [en]",webbrowser,Opera,0
229,"Mozilla/4.0 (compatible; Synapse)",webbrowser,Other,0
230,"Mozilla/4.0 (compatible;)",webbrowser,Other,0
231,"Mozilla/4.0 (Mozilla/4.0; MSIE 7.0; Windows NT 5.1; FDM; SV1; .NET CLR 3.0.04506.30)",webbrowser,IE,0
232,"Mozilla/4.0 (X11; MSIE 6.0; i686; .NET CLR 1.1.4322; .NET CLR 2.0.50727; FDM)",webbrowser,IE,0
233,"Mozilla/4.08 (compatible; MSIE 6.0; Windows NT 5.1)",webbrowser,IE,0
234,Mozilla/5.0,webbrowser,Other,0
235,"Mozilla/5.0 ()",webbrowser,Other,0
236,"Mozilla/5.0 (Android; Mobile; rv:24.0) Gecko/24.0 Firefox/24.0",webbrowser,"Firefox Mobile",0
237,"Mozilla/5.0 (Android; Mobile; rv:25.0) Gecko/25.0 Firefox/25.0",webbrowser,"Firefox Mobile",0
238,"Mozilla/5.0 (compatible",webbrowser,Other,0
239,"Mozilla/5.0 (compatible)",webbrowser,Other,0
240,"Mozilla/5.0 (compatible; Abonti/0.91 - http://www.abonti.com)",webbrowser,Other,0
241,"Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)",webbrowser,Other,0
242,"Mozilla/5.0 (compatible; archive.org_bot; Wayback Machine Live Record; +http://archive.org/details/archive.org_bot)",webbrowser,Other,0
243,"Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",webbrowser,,1
244,"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",webbrowser,,1
245,"Mozilla/5.0 (compatible; Blekkobot; ScoutJet; +http://blekko.com/about/blekkobot)",webbrowser,Other,0
246,"Mozilla/5.0 (compatible; Butterfly/1.0; +http://labs.topsy.com/butterfly/) Gecko/2009032608 Firefox/3.0.8",webbrowser,,1
247,"Mozilla/5.0 (compatible; CompSpyBot/1.0; +http://www.compspy.com/spider.html)",webbrowser,Other,0
248,"Mozilla/5.0 (compatible; EasouSpider; +http://www.easou.com/search/spider.html)",webbrowser,Other,0
249,"Mozilla/5.0 (compatible; Exabot/3.0 (BiggerBetter); +http://www.exabot.com/go/robot)",webbrowser,Other,0
250,"Mozilla/5.0 (compatible; Exabot/3.0; +http://www.exabot.com/go/robot)",webbrowser,Other,0
251,"Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)",webbrowser,Other,0
252,"Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)",webbrowser,Other,0
253,"Mozilla/5.0 (compatible; Genieo/1.0 http://www.genieo.com/webfilter.html)",webbrowser,Other,0
254,"Mozilla/5.0 (compatible; Google-Proxy; build=262)",webbrowser,Other,0
255,"Mozilla/5.0 (compatible; GoogleApps script; +http://script.google.com/bot.html)",webbrowser,Other,0
256,"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",webbrowser,,1
257,"Mozilla/5.0 (compatible; GrapeshotCrawler/2.0; +http://www.grapeshot.co.uk/crawler.php)",webbrowser,Other,0
258,"Mozilla/5.0 (compatible; imrbot/1.10.8 +http://www.mignify.com)",webbrowser,Other,0
259,"Mozilla/5.0 (compatible; Konqueror/2.2.2; Linux 2.4.14-xfs; X11; i686)",webbrowser,Konqueror,0
260,"Mozilla/5.0 (compatible; Kraken/0.1; http://linkfluence.net/; bot@linkfluence.net)",webbrowser,Other,0
261,"Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)",webbrowser,Other,0
262,"Mozilla/5.0 (compatible; Linux; Socialradarbot/2.0; en-US; bot@infegy.com)",webbrowser,Other,0
263,"Mozilla/5.0 (compatible; MJ12bot/v1.4.4; http://www.majestic12.co.uk/bot.php?+)",webbrowser,,1
264,"Mozilla/5.0 (compatible; MojeekBot/0.5; http://www.mojeek.com/bot.html)",webbrowser,Other,0
265,"Mozilla/5.0 (compatible; mon.itor.us - free monitoring service; http://mon.itor.us)",webbrowser,Other,0
266,"Mozilla/5.0 (compatible; monitis.com - premium monitoring service; http://monitis.com)",webbrowser,Other,0
267,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)",webbrowser,IE,0
268,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; MATP; MATP)",webbrowser,IE,0
269,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Win64; x64; Trident/6.0)",webbrowser,IE,0
270,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Win64; x64; Trident/6.0; MASBJS)",webbrowser,IE,0
271,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)",webbrowser,IE,0
272,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; MASBJS)",webbrowser,IE,0
273,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; MATP)",webbrowser,IE,0
274,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; MDDRJS)",webbrowser,IE,0
275,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Trident/6.0)",webbrowser,IE,0
276,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0)",webbrowser,IE,0
277,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",webbrowser,IE,0
278,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; Touch)",webbrowser,IE,0
279,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; Touch; MDDCJS)",webbrowser,IE,0
280,"Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0; InfoPath.1; SV1; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 3.0.04506.30)",webbrowser,IE,0
281,"Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SLCC1; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322)",webbrowser,IE,0
282,"Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.0);(b:2600;c:INT-3360;l:09)",webbrowser,IE,0
283,"Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1)",webbrowser,IE,0
284,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0;.NET CLR 1.0.3705; ContextAd Bot 1.0)",webbrowser,IE,0
285,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)",webbrowser,IE,0
286,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)",webbrowser,IE,0
287,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)",webbrowser,IE,0
288,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ENUS)",webbrowser,IE,0
289,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0",webbrowser,IE,0
290,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0)",webbrowser,IE,0
291,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0; .NET CLR 2.0.50727; SLCC2; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Zune 4.0; Tablet PC 2.0; InfoPath.3;",webbrowser,IE,0
292,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0; LLY-US-EN)",webbrowser,IE,0
293,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",webbrowser,IE,0
294,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; chromeframe/26.0.1410.43)",webbrowser,"Chrome Frame",0
295,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; Imperial College)",webbrowser,IE,0
296,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MDDCJS)",webbrowser,IE,0
297,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 7.1; Trident/5.0)",webbrowser,IE,0
298,"Mozilla/5.0 (compatible; MSIE 9.0;IPMS/1000A8C0-1525F675A0A-00000062778A; Windows NT 6.1; Win64; x64; Trident/6.0)",webbrowser,IE,0
299,"Mozilla/5.0 (compatible; MSIE 9.0;IPMS/1000A8C0-1525F675A0A-00000062778A; Windows NT 6.1; WOW64; Trident/6.0)",webbrowser,IE,0
300,"Mozilla/5.0 (compatible; MSIE 9.0;IPMS/A3742E93-152023B7131-00000132925D; Windows NT 6.1; WOW64; Trident/6.0)",webbrowser,IE,0
301,"Mozilla/5.0 (compatible; MSIE 9.0;IPMS/AB700C0A-151E80E7AAA-000001331564; Windows NT 6.1; Win64; x64; Trident/6.0)",webbrowser,IE,0
302,"Mozilla/5.0 (compatible; MSIE 9.0;IPMS/AB700C0A-151E80E7AAA-000001331564; Windows NT 6.1; WOW64; Trident/6.0)",webbrowser,IE,0
303,"Mozilla/5.0 (compatible; MSIE 9.0;IPMS/F58F2E93-15209993737-000001059553; Windows NT 6.1; Win64; x64; Trident/6.0)",webbrowser,IE,0
304,"Mozilla/5.0 (compatible; MSIE 9.0;IPMS/F58F2E93-15209993737-000001059553; Windows NT 6.1; WOW64; Trident/6.0)",webbrowser,IE,0
305,"Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)",webbrowser,,1
306,"Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)",webbrowser,Other,0
307,"Mozilla/5.0 (compatible; oBot/2.3.1; +http://filterdb.iss.net/crawler/)",webbrowser,Other,0
308,"Mozilla/5.0 (compatible; PaperLiBot/2.1; http://support.paper.li/entries/20023257-what-is-paper-li)",webbrowser,,1
309,"Mozilla/5.0 (compatible; proximic; +http://www.proximic.com/info/spider.php)",webbrowser,Other,0
310,"Mozilla/5.0 (compatible; SemrushBot/0.97; +http://www.semrush.com/bot.html)",webbrowser,Other,0
311,"Mozilla/5.0 (compatible; SEOkicks-Robot +http://www.seokicks.de/robot.html)",webbrowser,Other,0
312,"Mozilla/5.0 (compatible; SISTRIX Crawler; http://crawler.sistrix.net/)",webbrowser,Other,0
313,"Mozilla/5.0 (compatible; SnapPreviewBot; en-US; rv:1.8.0.9) Gecko/20061206 Firefox/1.5.0.9",webbrowser,Firefox,0
314,"Mozilla/5.0 (compatible; Sosospider/2.0; +http://help.soso.com/webspider.htm)",webbrowser,Other,0
315,"Mozilla/5.0 (compatible; TweetedTimes Bot/1.0; +http://tweetedtimes.com)",webbrowser,Other,0
316,"Mozilla/5.0 (compatible; TweetmemeBot/3.0; +http://tweetmeme.com/)",webbrowser,,1
317,"Mozilla/5.0 (compatible; TwitterCrawler)",webbrowser,Other,0
318,"Mozilla/5.0 (compatible; uMBot-LN/1.0; mailto: crawling@ubermetrics-technologies.com)",webbrowser,Other,0
319,"Mozilla/5.0 (compatible; WBSearchBot/1.1; +http://www.warebay.com/bot.html)",webbrowser,Other,0
320,"Mozilla/5.0 (compatible; woriobot +http://worio.com)",webbrowser,Other,0
321,"Mozilla/5.0 (compatible; woriobot support [at] zite [dot] com +http://zite.com)",webbrowser,Other,0
322,"Mozilla/5.0 (compatible; Yahoo Pipes 2.0; +http://developer.yahoo.com/yql/provider) Gecko/20090729 Firefox/3.5.2",webbrowser,Firefox,0
323,"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",webbrowser,Slurp,0
324,"Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)",webbrowser,,1
325,"Mozilla/5.0 (compatible; YandexDirect/3.0; +http://yandex.com/bots)",webbrowser,Other,0
326,"Mozilla/5.0 (compatible; YandexFavicons/1.0; +http://yandex.com/bots)",webbrowser,Other,0
327,"Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)",webbrowser,,1
328,"Mozilla/5.0 (compatible; YYSpider; +http://www.yunyun.com/spider.html)",webbrowser,Other,0
329,"Mozilla/5.0 (compatible; ZumBot/1.0; http://help.zum.com/inquiry)",webbrowser,Other,0
330,"Mozilla/5.0 (Digg/1.0; support@digg.com)",webbrowser,Other,0
331,"Mozilla/5.0 (en-us) AppleWebKit/534.14 (KHTML, like Gecko; Google Wireless Transcoder) Chrome/9.0.597 Safari/534.14",webbrowser,Chrome,0
332,"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Mobile/9B206",webbrowser,"Mobile Safari",0
333,"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3",webbrowser,"Mobile Safari",0
334,"Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26(KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25",webbrowser,"Mobile Safari",0
335,"Mozilla/5.0 (iPad; CPU OS 6_1_2 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) CriOS/31.0.1650.18 Mobile/10B146 Safari/8536.25",webbrowser,"Chrome Mobile iOS",0
336,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) CriOS/28.0.1500.16 Mobile/10B329 Safari/8536.25",webbrowser,"Chrome Mobile iOS",0
337,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) CriOS/30.0.1599.16 Mobile/10B329 Safari/8536.25",webbrowser,"Chrome Mobile iOS",0
338,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",webbrowser,"Mobile Safari",0
339,"Mozilla/5.0 (iPad; CPU OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) CriOS/30.0.1599.12 Mobile/11A465 Safari/8536.25",webbrowser,"Chrome Mobile iOS",0
340,"Mozilla/5.0 (iPad; CPU OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53",webbrowser,"Mobile Safari",0
341,"Mozilla/5.0 (iPad; CPU OS 7_0_2 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11A501",webbrowser,"Mobile Safari",0
342,"Mozilla/5.0 (iPad; CPU OS 7_0_2 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A501 Safari/9537.53",webbrowser,"Mobile Safari",0
343,"Mozilla/5.0 (iPad; CPU OS 7_0_3 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11B511",webbrowser,"Mobile Safari",0
344,"Mozilla/5.0 (iPad; CPU OS 7_0_3 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11B511 Twitter for iPhone",webbrowser,"Mobile Safari",0
345,"Mozilla/5.0 (iPad; CPU OS 7_0_3 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B511 Safari/9537.53",webbrowser,"Mobile Safari",0
346,"Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) CriOS/31.0.1650.18 Mobile/11B554a Safari/8536.25",webbrowser,"Chrome Mobile iOS",0
347,"Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11B554a",webbrowser,"Mobile Safari",0
348,"Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11B554a Twitter for iPhone",webbrowser,"Mobile Safari",0
349,"Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53",webbrowser,"Mobile Safari",0
350,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_0 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A334 Safari/7534.48.3",webbrowser,"Mobile Safari",0
351,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.ht",webbrowser,,1
352,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) CriOS/29.0.1547.11 Mobile/10A523 Safari/8536.25",webbrowser,"Chrome Mobile iOS",0
353,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25",webbrowser,"Mobile Safari",0
354,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_2 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A551 Safari/8536.25",webbrowser,"Mobile Safari",0
355,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_2 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B146 Safari/8536.25",webbrowser,"Mobile Safari",0
356,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) CriOS/28.0.1500.12 Mobile/10B329 Safari/8536.25",webbrowser,"Chrome Mobile iOS",0
357,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329 Twitter for iPhone",webbrowser,"Mobile Safari",0
358,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",webbrowser,"Mobile Safari",0
359,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_4 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) CriOS/31.0.1650.18 Mobile/10B350 Safari/8536.25",webbrowser,"Chrome Mobile iOS",0
360,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_4 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B350 Twitter for iPhone",webbrowser,"Mobile Safari",0
361,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) CriOS/30.0.1599.12 Mobile/11A465 Safari/8536.25",webbrowser,"Chrome Mobile iOS",0
362,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11A465 [FBAN/FBIOS;FBAV/5.2.2;FBBV/82131;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/7.0;FBSS/2",webbrowser,"Mobile Safari",0
363,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53",webbrowser,"Mobile Safari",0
